src_ip,src_port,dst_ip,dst_port,proto,service,conn_state,src_bytes,dst_bytes,duration,anomaly_score,label,type
192.168.1.30,34888,192.168.1.190,80,tcp,-,S1,0,0,4e-06,0.0432,1,ddos
192.168.1.30,32984,192.168.1.190,80,tcp,-,S1,0,0,4e-06,0.0432,1,ddos
192.168.1.30,38808,192.168.1.190,80,tcp,-,S1,0,0,9e-06,0.0432,1,ddos
192.168.1.30,57206,192.168.1.190,80,tcp,-,S1,0,0,4e-06,0.0432,1,ddos
192.168.1.31,37210,192.168.1.184,443,tcp,-,S1,0,0,7e-06,0.0432,1,ddos
192.168.1.30,33238,192.168.1.190,80,tcp,-,S1,0,0,6e-06,0.0432,1,ddos
192.168.1.30,58164,192.168.1.190,80,tcp,-,S1,0,0,5e-06,0.0432,1,ddos
192.168.1.30,55302,192.168.1.190,80,tcp,-,S1,0,0,1e-05,0.0432,1,ddos
192.168.1.30,60476,192.168.1.190,80,tcp,-,S1,0,0,8e-06,0.0432,1,ddos
192.168.1.30,37080,192.168.1.190,80,tcp,-,S1,0,0,5e-06,0.0432,1,ddos
192.168.1.30,33672,192.168.1.190,80,tcp,-,S1,0,0,6e-06,0.0432,1,ddos
192.168.1.30,37194,192.168.1.190,80,tcp,-,S1,0,0,4e-06,0.0432,1,ddos
192.168.1.30,38698,192.168.1.190,80,tcp,-,S1,0,0,4e-06,0.0432,1,ddos
192.168.1.30,37052,192.168.1.190,80,tcp,-,S1,0,0,6e-06,0.0432,1,ddos
192.168.1.30,55786,192.168.1.190,80,tcp,-,S1,0,0,4e-06,0.0432,1,ddos
192.168.1.30,36004,192.168.1.190,80,tcp,-,S1,0,0,4e-06,0.0432,1,ddos
192.168.1.30,59846,192.168.1.190,80,tcp,-,S1,0,0,3e-06,0.0432,1,ddos
192.168.1.30,40554,192.168.1.190,80,tcp,-,S1,0,0,6e-06,0.0432,1,ddos
192.168.1.30,60998,192.168.1.190,80,tcp,-,S1,0,0,6e-06,0.0432,1,ddos
192.168.1.30,55402,192.168.1.190,80,tcp,-,S1,0,0,4e-06,0.0432,1,ddos
192.168.1.30,47984,192.168.1.184,443,tcp,-,S1,0,0,4e-06,0.0432,1,ddos
192.168.1.30,60780,192.168.1.190,80,tcp,-,S1,0,0,6e-06,0.0432,1,ddos
192.168.1.30,33674,192.168.1.190,80,tcp,-,S1,0,0,4e-06,0.0432,1,ddos
192.168.1.30,47538,192.168.1.184,443,tcp,-,S1,0,0,7e-06,0.0432,1,ddos
192.168.1.30,59396,192.168.1.190,80,tcp,-,S1,0,0,5e-06,0.0432,1,ddos
192.168.1.30,55768,192.168.1.190,80,tcp,-,S1,0,0,4e-06,0.0432,1,ddos
192.168.1.30,34342,192.168.1.190,80,tcp,-,S1,0,0,4e-06,0.0432,1,ddos
192.168.1.30,34550,192.168.1.190,80,tcp,-,S1,0,0,6e-06,0.0432,1,ddos
192.168.1.30,36874,192.168.1.190,80,tcp,-,S1,0,0,6e-06,0.0432,1,ddos
192.168.1.30,40096,192.168.1.184,443,tcp,-,S1,0,0,1e-05,0.0432,1,ddos
192.168.1.30,35380,192.168.1.190,80,tcp,-,S1,0,0,4e-06,0.0432,1,ddos
192.168.1.30,53,192.168.1.190,53,tcp,-,RSTO,0,0,0.001456,0.0431,1,dos
192.168.1.30,80,192.168.1.190,80,tcp,-,RSTO,0,0,0.00029,0.043,1,dos
192.168.1.30,21,192.168.1.194,21,tcp,-,RSTO,0,0,0.000298,0.043,1,dos
192.168.1.30,22,192.168.1.184,22,tcp,-,RSTO,0,0,0.000345,0.043,1,dos
192.168.1.30,22,192.168.1.194,22,tcp,-,RSTO,0,0,0.000291,0.043,1,dos
192.168.1.30,25,192.168.1.190,25,tcp,-,RSTO,0,0,0.000292,0.043,1,dos
192.168.1.30,80,192.168.1.190,80,tcp,-,RSTO,0,0,0.000287,0.043,1,dos
192.168.1.30,22,192.168.1.184,22,tcp,-,RSTO,0,0,0.000754,0.0429,1,dos
192.168.1.190,1907,192.168.1.190,1907,tcp,-,S0,0,0,0.327086,0.0429,0,normal
192.168.1.184,8080,192.168.1.184,1189,tcp,-,S0,0,0,0.327364,0.0429,0,normal
192.168.1.30,21,192.168.1.194,21,tcp,-,RSTO,0,0,0.000616,0.0428,1,dos
192.168.1.30,80,192.168.1.194,80,tcp,-,RSTO,0,0,0.000231,0.0428,1,dos
192.168.1.30,21,192.168.1.190,21,tcp,-,RSTO,0,0,0.000246,0.0428,1,dos
192.168.1.30,80,192.168.1.195,80,tcp,-,RSTO,0,0,0.000551,0.0428,1,dos
192.168.1.30,53,192.168.1.190,53,tcp,-,RSTO,0,0,0.000175,0.0428,1,dos
192.168.1.30,23,192.168.1.194,23,tcp,-,RSTO,0,0,0.000237,0.0428,1,dos
192.168.1.30,80,192.168.1.194,80,tcp,-,RSTO,0,0,0.000543,0.0428,1,dos
192.168.1.30,21,192.168.1.190,21,tcp,-,RSTO,0,0,0.00055,0.0428,1,dos
192.168.1.30,22,192.168.1.184,22,tcp,-,RSTO,0,0,0.000626,0.0428,1,dos
192.168.1.30,21,192.168.1.190,21,tcp,-,RSTO,0,0,0.000197,0.0428,1,dos
192.168.1.30,21,192.168.1.194,21,tcp,-,RSTO,0,0,0.000268,0.0428,1,dos
192.168.1.30,22,192.168.1.194,22,tcp,-,RSTO,0,0,0.000579,0.0428,1,dos
192.168.1.30,22,192.168.1.190,22,tcp,-,RSTO,0,0,0.000201,0.0428,1,dos
192.168.1.30,25,192.168.1.194,25,tcp,-,RSTO,0,0,0.000217,0.0428,1,dos
192.168.1.30,63021,192.168.1.195,1098,tcp,-,REJ,0,0,0.191916,0.0427,1,scanning
192.168.1.152,52165,192.168.1.190,53,udp,dns,SHR,0,298,0.104818,0.0424,0,normal
192.168.1.30,70,176.28.50.165,70,tcp,-,REJ,0,0,0.001782,0.0424,1,dos
192.168.1.30,21,192.168.1.194,21,tcp,-,RSTO,0,0,0.000669,0.0424,1,dos
192.168.1.30,22,192.168.1.194,22,tcp,-,RSTO,0,0,0.000673,0.0424,1,dos
192.168.1.30,66,176.28.50.165,66,tcp,-,REJ,0,0,0.001591,0.0424,1,dos
192.168.1.30,71,176.28.50.165,71,tcp,-,REJ,0,0,0.001687,0.0424,1,dos
192.168.1.30,11,176.28.50.165,11,tcp,-,REJ,0,0,0.002674,0.0424,1,dos
192.168.1.30,29,176.28.50.165,29,tcp,-,REJ,0,0,0.001723,0.0424,1,dos
192.168.1.30,34,176.28.50.165,34,tcp,-,REJ,0,0,0.002238,0.0423,1,dos
192.168.1.30,33,176.28.50.165,33,tcp,-,REJ,0,0,0.002052,0.0423,1,dos
192.168.1.30,28,176.28.50.165,28,tcp,-,REJ,0,0,0.001957,0.0423,1,dos
192.168.1.30,72,176.28.50.165,72,tcp,-,REJ,0,0,0.001474,0.0422,1,dos
192.168.1.30,19,176.28.50.165,19,tcp,-,REJ,0,0,0.000133,0.042,1,dos
192.168.1.194,80,192.168.1.194,1448,tcp,-,S0,0,0,0.325098,0.0419,0,normal
192.168.1.152,1880,192.168.1.190,57580,tcp,-,SHR,0,0,0.000325,0.0419,0,normal
192.168.1.193,80,192.168.1.193,1243,tcp,-,S0,0,0,0.324119,0.0419,0,normal
192.168.1.152,57251,192.168.1.190,53,udp,dns,SHR,0,298,0.102456,0.0418,0,normal
172.17.0.5,38897,192.168.1.190,53,udp,dns,SHR,0,178,0.357819,0.0416,0,normal
192.168.1.152,1880,192.168.1.190,57587,tcp,-,SHR,0,0,0.001031,0.0416,0,normal
192.168.1.32,53921,192.168.1.195,49176,tcp,-,REJ,0,0,0.208022,0.0415,1,scanning
192.168.1.32,54768,192.168.1.133,1914,tcp,-,REJ,0,0,0.183882,0.0414,1,scanning
172.17.0.5,58491,192.168.1.190,53,udp,dns,SHR,0,178,0.350583,0.0414,0,normal
192.168.1.30,25,192.168.1.190,25,tcp,-,RSTO,0,0,4.9e-05,0.0413,1,dos
192.168.1.194,80,192.168.1.194,1989,tcp,-,S0,0,0,0.3212,0.0413,0,normal
192.168.1.30,22,192.168.1.194,22,tcp,-,RSTO,0,0,7.3e-05,0.0413,1,dos
192.168.1.30,14,192.168.1.152,14,tcp,-,REJ,0,0,0.002044,0.0413,1,dos
192.168.1.30,25,192.168.1.194,25,tcp,-,RSTO,0,0,7.1e-05,0.0413,1,dos
192.168.1.30,25,192.168.1.194,25,tcp,-,RSTO,0,0,4.8e-05,0.0413,1,dos
192.168.1.30,80,192.168.1.184,80,tcp,-,RSTO,0,0,2.1e-05,0.0411,1,dos
192.168.1.30,25,192.168.1.190,25,tcp,-,RSTO,0,0,1.7e-05,0.0411,1,dos
192.168.1.30,22,192.168.1.194,22,tcp,-,RSTO,0,0,2e-05,0.0411,1,dos
192.168.1.30,22,192.168.1.190,22,tcp,-,RSTO,0,0,1.9e-05,0.0411,1,dos
192.168.1.152,42097,192.168.1.190,53,udp,dns,SHR,0,298,0.097504,0.0411,0,normal
192.168.1.30,53,192.168.1.190,53,tcp,-,RSTO,0,0,2e-05,0.0411,1,dos
192.168.1.30,80,192.168.1.184,80,tcp,-,RSTO,0,0,1.8e-05,0.0411,1,dos
192.168.1.30,22,192.168.1.194,22,tcp,-,RSTO,0,0,1.9e-05,0.0411,1,dos
192.168.1.30,22,192.168.1.184,22,tcp,-,RSTO,0,0,2e-05,0.0411,1,dos
192.168.1.30,80,192.168.1.190,80,tcp,-,RSTO,0,0,1.7e-05,0.0411,1,dos
192.168.1.30,25,192.168.1.190,25,tcp,-,RSTO,0,0,1.8e-05,0.0411,1,dos
192.168.1.30,53,192.168.1.190,53,tcp,-,RSTO,0,0,2.3e-05,0.0411,1,dos
192.168.1.30,22,192.168.1.184,22,tcp,-,RSTO,0,0,1.5e-05,0.0411,1,dos
192.168.1.30,80,192.168.1.152,80,tcp,-,RSTO,0,0,1.3e-05,0.0411,1,dos
192.168.1.30,80,192.168.1.190,80,tcp,-,RSTO,0,0,2e-05,0.0411,1,dos
192.168.1.30,22,192.168.1.190,22,tcp,-,RSTO,0,0,1.8e-05,0.0411,1,dos
192.168.1.30,80,192.168.1.194,80,tcp,-,RSTO,0,0,2.2e-05,0.0411,1,dos
192.168.1.30,25,192.168.1.194,25,tcp,-,RSTO,0,0,2.3e-05,0.0411,1,dos
192.168.1.152,1880,192.168.1.190,57619,tcp,-,SHR,0,0,0.000501,0.0411,0,normal
192.168.1.30,80,192.168.1.152,80,tcp,-,RSTO,0,0,2.3e-05,0.0411,1,dos
192.168.1.184,8080,192.168.1.184,1305,tcp,-,S0,0,0,0.319386,0.041,0,normal
192.168.1.32,53921,192.168.1.133,2909,tcp,-,REJ,0,0,0.093261,0.0409,1,scanning
192.168.1.31,50945,192.168.1.133,5225,tcp,-,REJ,0,0,0.133619,0.0409,1,scanning
192.168.1.152,1880,192.168.1.190,57575,tcp,-,SHR,0,0,0.000522,0.0409,0,normal
192.168.1.32,61171,192.168.1.133,11110,tcp,-,REJ,0,0,0.123699,0.0409,1,scanning
192.168.1.30,50739,192.168.1.79,445,tcp,-,REJ,0,0,0.126906,0.0409,1,scanning
192.168.1.30,62946,192.168.1.133,44501,tcp,-,REJ,0,0,0.117679,0.0409,1,scanning
192.168.1.32,61171,192.168.1.250,49153,tcp,-,REJ,0,0,0.105797,0.0409,1,scanning
192.168.1.30,62946,192.168.1.250,1028,tcp,-,REJ,0,0,0.098277,0.0409,1,scanning
192.168.1.32,53035,192.168.1.250,4899,tcp,-,REJ,0,0,0.129548,0.0409,1,scanning
192.168.1.31,50945,192.168.1.250,4242,tcp,-,REJ,0,0,0.120607,0.0409,1,scanning
192.168.1.32,61171,192.168.1.133,1054,tcp,-,REJ,0,0,0.123539,0.0409,1,scanning
192.168.1.30,49500,192.168.1.250,1082,tcp,-,REJ,0,0,0.092615,0.0409,1,scanning
192.168.1.30,62946,192.168.1.133,9290,tcp,-,REJ,0,0,0.145026,0.0409,1,scanning
192.168.1.32,61372,192.168.1.190,199,tcp,-,REJ,0,0,0.144668,0.0409,1,scanning
192.168.1.31,50945,192.168.1.133,1914,tcp,-,REJ,0,0,0.099464,0.0409,1,scanning
192.168.1.31,50945,192.168.1.250,3351,tcp,-,REJ,0,0,0.149436,0.0409,1,scanning
192.168.1.30,49507,192.168.1.250,4998,tcp,-,REJ,0,0,0.119292,0.0409,1,scanning
fe80::855:e4ef:de26:7aca,5353,ff02::fb,5353,udp,dns,S0,672,0,15.589254,0.0407,0,normal
192.168.1.32,61174,192.168.1.49,16016,tcp,-,REJ,0,0,0.168336,0.0407,1,scanning
192.168.1.30,50569,192.168.1.250,16993,tcp,-,REJ,0,0,0.153117,0.0407,1,scanning
192.168.1.32,61171,192.168.1.133,5811,tcp,-,REJ,0,0,0.166933,0.0407,1,scanning
192.168.1.32,54008,192.168.1.152,587,tcp,-,REJ,0,0,0.172043,0.0407,1,scanning
192.168.1.34,45709,192.168.1.1,53,udp,dns,SF,168,436,0.104153,0.0406,1,mitm
192.168.1.31,53969,192.168.1.1,53,udp,dns,SF,84,896,0.010436,0.0406,1,mitm
192.168.1.152,1880,192.168.1.190,57594,tcp,-,SHR,0,0,0.000631,0.0404,0,normal
192.168.1.32,53162,192.168.1.79,993,tcp,-,REJ,0,0,0.088989,0.0403,1,scanning
192.168.1.31,50945,192.168.1.250,5952,tcp,-,REJ,0,0,0.084374,0.0403,1,scanning
192.168.1.30,49500,192.168.1.250,6839,tcp,-,REJ,0,0,0.087416,0.0403,1,scanning
192.168.1.32,53921,192.168.1.79,19101,tcp,-,REJ,0,0,0.078568,0.0403,1,scanning
192.168.1.30,62948,192.168.1.250,3011,tcp,-,REJ,0,0,0.06883,0.0402,1,scanning
192.168.1.32,53921,192.168.1.152,1501,tcp,-,REJ,0,0,0.071497,0.0402,1,scanning
192.168.1.30,50567,192.168.1.190,1248,tcp,-,REJ,0,0,0.058871,0.0402,1,scanning
fe80::855:e4ef:de26:7aca,5353,ff02::fb,5353,udp,dns,S0,633,0,17.277701,0.0402,0,normal
192.168.1.32,35482,192.168.1.133,9003,tcp,-,REJ,0,0,0.064076,0.0402,1,scanning
192.168.1.30,42908,192.168.1.152,9594,tcp,-,REJ,0,0,0.071621,0.0402,1,scanning
192.168.1.30,80,192.168.1.194,80,tcp,-,RSTO,0,0,9e-06,0.0401,1,dos
192.168.1.30,25,192.168.1.194,25,tcp,-,RSTO,0,0,4e-06,0.0401,1,dos
192.168.1.30,53,192.168.1.194,53,tcp,-,RSTO,0,0,4e-06,0.0401,1,dos
192.168.1.30,53,192.168.1.194,53,tcp,-,RSTO,0,0,7e-06,0.0401,1,dos
192.168.1.30,42908,192.168.1.250,1805,tcp,-,REJ,0,0,0.178746,0.0399,1,scanning
192.168.1.32,47248,52.28.231.150,80,tcp,-,S0,0,0,3.313834,0.0398,1,xss
192.168.1.32,53921,192.168.1.190,1054,tcp,-,REJ,0,0,0.043222,0.0397,1,scanning
192.168.1.32,53150,192.168.1.79,993,tcp,-,REJ,0,0,0.03825,0.0397,1,scanning
192.168.1.32,53921,192.168.1.152,161,tcp,-,REJ,0,0,0.049868,0.0397,1,scanning
192.168.1.31,38135,192.168.1.133,1328,tcp,-,REJ,0,0,0.038007,0.0397,1,scanning
192.168.1.31,54801,192.168.1.133,2604,tcp,-,REJ,0,0,0.03827,0.0397,1,scanning
192.168.1.33,33511,192.168.1.193,135,tcp,-,SHR,0,0,0.0,0.0396,1,ransomware
192.168.1.33,38235,192.168.1.193,135,tcp,-,SHR,0,0,0.0,0.0396,1,ransomware
192.168.1.33,35855,192.168.1.193,135,tcp,-,SHR,0,0,0.0,0.0396,1,ransomware
192.168.1.32,53736,192.168.1.190,80,tcp,-,RSTR,0,0,3e-06,0.0396,1,xss
192.168.1.37,34307,192.168.1.193,135,tcp,-,SHR,0,0,0.0,0.0396,1,ransomware
192.168.1.32,61171,192.168.1.133,5730,tcp,-,REJ,0,0,0.237334,0.0395,1,scanning
192.168.1.193,49481,192.168.1.37,8080,tcp,-,REJ,0,0,0.034559,0.0394,1,backdoor
192.168.1.30,13,176.28.50.165,13,tcp,-,REJ,0,0,6e-06,0.0392,1,dos
192.168.1.30,52,176.28.50.165,52,tcp,-,REJ,0,0,8e-06,0.0392,1,dos
192.168.1.32,48858,52.28.231.150,80,tcp,-,S0,0,0,3.203419,0.0392,1,xss
192.168.1.32,34104,18.194.169.124,80,tcp,-,S0,0,0,3.165666,0.0392,1,xss
192.168.1.30,29,176.28.50.165,29,tcp,-,REJ,0,0,1.7e-05,0.0392,1,dos
192.168.1.30,42,176.28.50.165,42,tcp,-,REJ,0,0,4e-06,0.0392,1,dos
192.168.1.30,56,176.28.50.165,56,tcp,-,REJ,0,0,2.4e-05,0.0392,1,dos
192.168.1.30,83,176.28.50.165,83,tcp,-,REJ,0,0,1.4e-05,0.0392,1,dos
192.168.1.30,64,176.28.50.165,64,tcp,-,REJ,0,0,5e-06,0.0392,1,dos
192.168.1.193,49488,192.168.1.33,80,tcp,-,REJ,0,0,0.027166,0.0392,1,backdoor
192.168.1.30,43252,192.168.1.190,80,tcp,-,S0,0,0,3.272088,0.0392,1,ddos
192.168.1.32,41022,176.28.50.165,80,tcp,-,S0,0,0,3.227715,0.0392,1,xss
192.168.1.31,38464,192.168.1.152,80,tcp,-,S0,0,0,3.239435,0.0392,1,ddos
192.168.1.30,76,176.28.50.165,76,tcp,-,REJ,0,0,5e-06,0.0392,1,dos
192.168.1.32,41320,176.28.50.165,80,tcp,-,S0,0,0,3.241174,0.0392,1,xss
192.168.1.32,43702,176.28.50.165,80,tcp,-,S0,0,0,3.203321,0.0392,1,xss
192.168.1.32,40694,176.28.50.165,80,tcp,-,S0,0,0,3.027621,0.039,1,xss
192.168.1.32,60622,192.168.1.195,80,tcp,-,S0,0,0,3.064695,0.039,1,xss
192.168.1.32,47534,52.28.231.150,80,tcp,-,S0,0,0,3.044757,0.039,1,xss
192.168.1.32,52510,52.28.231.150,80,tcp,-,S0,0,0,3.043876,0.039,1,xss
192.168.1.30,57684,192.168.1.195,21,tcp,-,S0,0,0,3.050139,0.039,1,password
192.168.1.32,53024,52.28.231.150,80,tcp,-,S0,0,0,3.040693,0.039,1,xss
192.168.1.30,49318,192.168.1.184,443,tcp,-,S0,0,0,3.022101,0.039,1,ddos
192.168.1.36,58488,176.28.50.165,80,tcp,-,S0,0,0,3.029065,0.039,1,xss
192.168.1.32,41460,176.28.50.165,80,tcp,-,S0,0,0,3.004076,0.039,1,xss
192.168.1.32,32794,18.194.169.124,80,tcp,-,S0,0,0,3.033998,0.039,1,xss
192.168.1.32,34674,18.194.169.124,80,tcp,-,S0,0,0,3.053146,0.039,1,xss
192.168.1.32,60600,18.194.169.124,80,tcp,-,S0,0,0,3.112081,0.039,1,xss
192.168.1.36,40238,52.28.231.150,80,tcp,-,S0,0,0,3.009232,0.039,1,xss
192.168.1.36,58222,176.28.50.165,80,tcp,-,S0,0,0,3.020093,0.039,1,xss
192.168.1.32,41636,176.28.50.165,80,tcp,-,S0,0,0,2.834118,0.039,1,xss
192.168.1.32,56746,18.194.169.124,80,tcp,-,S0,0,0,3.085052,0.039,1,xss
192.168.1.32,33578,18.194.169.124,80,tcp,-,S0,0,0,3.073539,0.039,1,xss
192.168.1.190,43192,192.168.1.195,1880,tcp,-,S0,0,0,3.007387,0.039,0,normal
192.168.1.30,56086,192.168.1.195,21,tcp,-,S0,0,0,3.046819,0.039,1,password
192.168.1.32,43682,176.28.50.165,80,tcp,-,S0,0,0,3.078145,0.039,1,xss
192.168.1.32,50832,192.168.1.190,80,tcp,-,S0,0,0,3.046093,0.039,1,xss
192.168.1.32,47324,52.28.231.150,80,tcp,-,S0,0,0,3.062004,0.039,1,xss
192.168.1.32,34518,192.168.1.195,80,tcp,-,S0,0,0,3.039701,0.039,1,xss
192.168.1.32,60068,18.194.169.124,80,tcp,-,S0,0,0,3.026863,0.039,1,xss
192.168.1.32,56818,18.194.169.124,80,tcp,-,S0,0,0,3.049336,0.039,1,xss
192.168.1.32,46540,192.168.1.190,80,tcp,-,S0,0,0,3.048622,0.039,1,xss
192.168.1.32,32972,18.194.169.124,80,tcp,-,S0,0,0,3.050245,0.039,1,xss
192.168.1.32,56912,18.194.169.124,80,tcp,-,S0,0,0,3.022173,0.039,1,xss
192.168.1.32,50134,192.168.1.190,80,tcp,-,S0,0,0,3.042366,0.039,1,xss
192.168.1.32,37082,18.194.169.124,80,tcp,-,S0,0,0,3.063294,0.039,1,xss
192.168.1.32,43444,176.28.50.165,80,tcp,-,S0,0,0,3.02921,0.039,1,xss
192.168.1.32,41170,176.28.50.165,80,tcp,-,S0,0,0,3.155956,0.039,1,xss
192.168.1.32,57178,18.194.169.124,80,tcp,-,S0,0,0,3.050097,0.039,1,xss
192.168.1.32,52360,52.28.231.150,80,tcp,-,S0,0,0,3.072948,0.039,1,xss
192.168.1.32,49838,52.28.231.150,80,tcp,-,S0,0,0,3.026568,0.039,1,xss
192.168.1.30,34238,192.168.1.195,21,tcp,-,S0,0,0,3.043008,0.039,1,password
192.168.1.32,40690,176.28.50.165,80,tcp,-,S0,0,0,3.028227,0.039,1,xss
192.168.1.32,37436,176.28.50.165,80,tcp,-,S0,0,0,3.089121,0.039,1,xss
192.168.1.32,34542,18.194.169.124,80,tcp,-,S0,0,0,3.038207,0.039,1,xss
192.168.1.32,52560,52.28.231.150,80,tcp,-,S0,0,0,3.047606,0.039,1,xss
192.168.1.32,37400,176.28.50.165,80,tcp,-,S0,0,0,3.046945,0.039,1,xss
192.168.1.32,34370,18.194.169.124,80,tcp,-,S0,0,0,2.84458,0.039,1,xss
192.168.1.31,35370,192.168.1.195,21,tcp,-,S0,0,0,3.071645,0.039,1,password
192.168.1.32,51182,52.28.231.150,80,tcp,-,S0,0,0,3.1504,0.039,1,xss
192.168.1.32,34806,18.194.169.124,80,tcp,-,S0,0,0,3.058781,0.039,1,xss
192.168.1.32,41252,176.28.50.165,80,tcp,-,S0,0,0,3.00394,0.039,1,xss
192.168.1.32,41248,176.28.50.165,80,tcp,-,S0,0,0,3.003555,0.039,1,xss
192.168.1.32,55230,52.28.231.150,80,tcp,-,S0,0,0,3.070743,0.039,1,xss
192.168.1.32,50756,52.28.231.150,80,tcp,-,S0,0,0,3.04813,0.039,1,xss
192.168.1.32,53672,52.28.231.150,80,tcp,-,S0,0,0,3.153305,0.039,1,xss
192.168.1.32,37506,176.28.50.165,80,tcp,-,S0,0,0,3.066552,0.039,1,xss
192.168.1.32,51468,52.28.231.150,80,tcp,-,S0,0,0,3.130755,0.039,1,xss
192.168.1.32,40894,176.28.50.165,80,tcp,-,S0,0,0,3.070648,0.039,1,xss
192.168.1.30,33658,192.168.1.195,21,tcp,-,S0,0,0,3.02964,0.039,1,password
192.168.1.36,58428,176.28.50.165,80,tcp,-,S0,0,0,3.048857,0.039,1,xss
192.168.1.32,58982,18.194.169.124,80,tcp,-,S0,0,0,3.128316,0.039,1,xss
192.168.1.32,52272,52.28.231.150,80,tcp,-,S0,0,0,3.044019,0.039,1,xss
192.168.1.32,60066,18.194.169.124,80,tcp,-,S0,0,0,3.028167,0.039,1,xss
192.168.1.32,53300,52.28.231.150,80,tcp,-,S0,0,0,3.024659,0.039,1,xss
192.168.1.32,56978,18.194.169.124,80,tcp,-,S0,0,0,3.044687,0.039,1,xss
192.168.1.32,41802,176.28.50.165,80,tcp,-,S0,0,0,3.031634,0.039,1,xss
192.168.1.32,37420,176.28.50.165,80,tcp,-,S0,0,0,3.037093,0.039,1,xss
172.17.0.8,36044,192.168.1.190,53,udp,dns,SHR,0,178,0.303541,0.0389,0,normal
192.168.1.32,54768,192.168.1.133,106,tcp,-,REJ,0,0,0.229701,0.0387,1,scanning
192.168.1.32,54768,192.168.1.133,631,tcp,-,REJ,0,0,0.198806,0.0386,1,scanning
192.168.1.30,42908,192.168.1.250,9929,tcp,-,REJ,0,0,0.189461,0.0385,1,scanning
192.168.1.31,59326,192.168.1.190,80,tcp,http,S1,235,0,0.333537,0.0385,1,injection
192.168.1.34,47233,192.168.1.1,53,udp,dns,SF,168,436,0.005315,0.0384,1,mitm
192.168.1.31,53501,192.168.1.1,53,udp,dns,SF,80,330,1.631776,0.0383,1,injection
192.168.1.31,45407,192.168.1.1,53,udp,dns,SF,168,430,0.011294,0.0383,1,mitm
192.168.1.31,37911,192.168.1.1,53,udp,dns,SF,168,436,0.007668,0.0383,1,mitm
192.168.1.32,53921,192.168.1.190,8093,tcp,-,REJ,0,0,0.035341,0.0382,1,scanning
192.168.1.31,33166,192.168.1.1,53,udp,dns,SF,168,424,0.013574,0.0382,1,mitm
192.168.1.32,53996,192.168.1.152,587,tcp,-,REJ,0,0,0.030154,0.0382,1,scanning
192.168.1.30,44,192.168.1.152,44,tcp,-,REJ,0,0,0.032915,0.0382,1,dos
192.168.1.30,59194,192.168.1.79,443,tcp,-,REJ,0,0,0.032533,0.0382,1,scanning
192.168.1.32,53921,192.168.1.190,32783,tcp,-,REJ,0,0,0.036076,0.0382,1,scanning
192.168.1.31,33024,192.168.1.1,53,udp,dns,SF,168,424,0.013303,0.0382,1,mitm
192.168.1.30,50705,192.168.1.79,445,tcp,-,REJ,0,0,0.03299,0.0382,1,scanning
192.168.1.32,61331,192.168.1.250,25,tcp,-,REJ,0,0,0.033971,0.0382,1,scanning
192.168.1.32,35482,192.168.1.133,4003,tcp,-,REJ,0,0,0.21684,0.0381,1,scanning
192.168.1.32,35482,192.168.1.133,992,tcp,-,REJ,0,0,0.205001,0.0381,1,scanning
192.168.1.192,5353,224.0.0.251,5353,udp,dns,S0,1180,0,4.392498,0.0379,0,normal
192.168.1.193,49548,192.168.1.33,80,tcp,-,REJ,0,0,0.020866,0.0377,1,backdoor
192.168.1.193,49573,192.168.1.37,8080,tcp,-,REJ,0,0,0.017129,0.0377,1,backdoor
192.168.1.193,49360,192.168.1.37,8080,tcp,-,REJ,0,0,0.019665,0.0377,1,backdoor
192.168.1.30,60018,192.168.1.184,21,tcp,-,REJ,0,0,0.066876,0.0376,1,password
192.168.1.193,49915,192.168.1.33,80,tcp,-,REJ,0,0,0.016522,0.0375,1,backdoor
192.168.1.193,49520,192.168.1.37,8080,tcp,-,REJ,0,0,0.015831,0.0375,1,backdoor
192.168.1.30,59189,192.168.1.79,443,tcp,-,REJ,0,0,0.024782,0.0375,1,scanning
192.168.1.30,59193,192.168.1.79,443,tcp,-,REJ,0,0,0.024697,0.0375,1,scanning
192.168.1.31,50945,192.168.1.133,2099,tcp,-,REJ,0,0,0.024217,0.0375,1,scanning
192.168.1.31,50948,192.168.1.133,85,tcp,-,REJ,0,0,0.022847,0.0375,1,scanning
192.168.1.31,54801,192.168.1.133,2251,tcp,-,REJ,0,0,0.025724,0.0375,1,scanning
192.168.1.32,53921,192.168.1.190,6901,tcp,-,REJ,0,0,0.024199,0.0375,1,scanning
192.168.1.30,47,192.168.1.152,47,tcp,-,REJ,0,0,0.026508,0.0375,1,dos
192.168.1.30,48,192.168.1.193,48,tcp,-,REJ,0,0,1e-05,0.0373,1,dos
192.168.1.193,50038,192.168.1.37,8080,tcp,-,REJ,0,0,0.004392,0.0372,1,backdoor
192.168.1.193,49580,192.168.1.37,8080,tcp,-,REJ,0,0,0.00531,0.0372,1,backdoor
192.168.1.193,49540,192.168.1.33,80,tcp,-,REJ,0,0,0.004697,0.0372,1,backdoor
192.168.1.193,49891,192.168.1.37,8080,tcp,-,REJ,0,0,0.004266,0.0372,1,backdoor
192.168.1.193,49670,192.168.1.33,80,tcp,-,REJ,0,0,0.004989,0.0372,1,backdoor
192.168.1.193,49581,192.168.1.33,80,tcp,-,REJ,0,0,0.004727,0.0372,1,backdoor
192.168.1.30,59206,192.168.1.194,80,tcp,-,S1,0,0,0.072122,0.0372,1,ddos
